brand,name,price_old,price_new,seller,rating,number_rating,frete_gratis,full,entrega_rapida,entrega_mesmo_dia,desconto,percentual_desconto
OLYMPIKUS,Tênis De Corrida Masculino Sonoro 3 Tam 39 Olympikus,329.0,192.0,Por Mercado Livre ,,,False,True,True,False,137.0,41.6
MOR,Kit Varetas Reposição Barraca Iglu 4 Pessoas Fibra De Vidro,49.0,42.0,vendedor não identificado,4.7,610.0,False,True,True,False,7.0,14.3
CROCS,Sandália Crocs Bayaband Clog T Navy,249.0,205.0,Por Crocs ,4.7,25.0,False,False,False,False,44.0,17.7
STELS,Stels Revolver De Pintura Caneco Em Cima Funileiro 600ml 1.2 A 1.8,73.0,67.0,Por DdMaquinas ,4.7,3626.0,False,False,False,False,6.0,8.2
MACBOOT,Tênis Macboot Masculino Adventure Ushuaia 05 Babaçu,369.0,241.0,Por Mercado Livre ,,,True,True,False,False,128.0,34.7
MIZUNO,Tênis Infantil Casual Space 4 Junior Mizuno,299.0,239.0,Por Mercado Livre ,4.3,6.0,False,True,True,False,60.0,20.1
IGUI,Filtro Caf 100 Igui 3 Unidades Sem Aro,239.0,195.0,vendedor não identificado,4.8,136.0,False,False,True,False,44.0,18.4
BOSCH,Jogo De Ferramentas Bosch Kit X-line 70 Peças Titânio,307.0,178.0,Por Ismafer Ferramentas ,4.9,60.0,False,True,True,False,129.0,42.0
CROCS,Sandália Crocband Off Court Clog  Navy,299.0,188.0,Por Crocs ,4.8,213.0,True,True,False,False,111.0,37.1
CROCS,Chinelo Crocs Bayaband Flip White/navy,219.0,182.0,Por Crocs ,4.8,522.0,True,True,False,False,37.0,16.9
ADIDAS,Tênis Casual Masculino Vs Pace 2.0 Em Sintético adidas,349.0,234.0,Por adidas ,5.0,1.0,False,True,True,False,115.0,33.0
ADIDAS,Tênis adidas Vs Pace 2.0 Hp6011 Color Azul-marinho,349.0,234.0,Por adidas ,5.0,1.0,True,True,False,False,115.0,33.0
CALVIN KLEIN,Kit 3 Cuecas Boxer Masculina Trunk Cotton Rib Calvin Klein,289.0,173.0,Por Mercado Livre ,4.4,17.0,False,True,True,False,116.0,40.1
OLYMPIKUS,Tênis Olympikus Fitness Day Color Mist - Adulto 35 Br,229.0,172.0,Por Mercado Livre ,4.7,5332.0,False,True,True,False,57.0,24.9
ADIDAS,Tênis adidas Sportswear Grand Court Base 2.0 Color Branco/azul/vermelho - Adulto 43 Br,349.0,207.0,Por adidas ,4.9,450.0,False,True,True,False,142.0,40.7
CONDOR,Kit Relógio Feminino Condor Dia A Dia Dourado Com Semijoia,279.0,220.0,Por Condor ,5.0,1.0,False,True,True,False,59.0,21.1
ADIDAS,Tênis adidas Advantage Base 2.0 Color White - Adulto 42 Br,299.0,193.0,Por adidas ,4.8,427.0,False,True,True,False,106.0,35.5
MIZUNO,Boné Prime Fecho Ajustável Mizuno *oferta*,149.0,86.0,Por Mercado Livre ,4.7,16.0,True,True,False,False,63.0,42.3
UNIVERSAL AUTOMOTIVE SYSTEMS,Maçaneta Tampa Traseira Saveiro G5 G6 Com Chave 2009 A 2019,199.0,174.0,vendedor não identificado,4.6,185.0,False,False,True,False,25.0,12.6
DELRIO,Kit 10 Calcinhas Feminina Biquíni Microfibra Delrio,167.0,115.0,vendedor não identificado,4.8,4738.0,False,True,True,False,52.0,31.1
POLO WEAR,Kit 12 Cuecas Infantil Boxer Microfibra sortido Polo Wear ,207.0,105.0,Por Polo Wear ,4.8,1911.0,True,True,False,False,102.0,49.3
PUMA,Tênis Feminino Carina L Bdp Puma ,399.0,257.0,Por Puma ,4.8,101.0,True,True,False,False,142.0,35.6
CROCS,Crocs Sandália Classic Clog Adulto Unissex 10001-410,279.0,265.0,Por Crocs ,4.8,847.0,True,True,False,False,14.0,5.0
SAINT GERMAIN,Relógio Feminino Saint Germain Quadrado Square Chelsea Gold Cor Da Correia Bisel Dourado Cor Do Fundo Branco,299.0,259.0,vendedor não identificado,4.8,44.0,False,False,False,False,40.0,13.4
PHILIPS,"Fone De Ouvido Sem Fio Tws Philips Tat1109wt/00 Na Cor Branca, Com Bluetooth, Microfone, Tecnologia Ipx4",199.0,130.0,Por Mercado Livre ,4.8,18.0,False,True,True,False,69.0,34.7
GENÉRICA,Vestido Chemise Feminino 40 Ao 48 Plus Size Duna Lançamento,78.0,61.0,Por Gigi Estilo ,4.8,31.0,False,False,True,False,17.0,21.8
ADIDAS,Chuteira Predator Club Sock Firm/multi-ground adidas,449.0,256.0,Por adidas ,,,True,True,False,False,193.0,43.0
ADIDAS,Camisa Polo Masculina Club adidas,199.0,191.0,Por adidas ,4.3,4.0,False,True,True,False,8.0,4.0
ORGANICOAT,Kit De Teste 4 Em 1 Ph Cloro Alcalinidade Total Dureza Total,59.0,53.0,vendedor não identificado,4.7,514.0,False,False,True,False,6.0,10.2
JANSPORT,Mochila Jansport Cross Town Urban Mochila Light Blue Colour 26l,269.0,233.0,Por Mercado Livre ,4.7,141.0,True,True,False,False,36.0,13.4
SKECHERS,Tênis Masculino Go Walk Flex - Indep Skechers,399.0,253.0,Por Mercado Livre ,,,True,True,False,False,146.0,36.6
ADIDAS,Chuteira Infantil Society F50 Club Messi adidas,349.0,199.0,Por adidas ,5.0,1.0,True,True,False,False,150.0,43.0
X ABSOLUT,Kit 10 Cuecas Box Boxer Sem Costura X Absolut Original,58.0,56.0,vendedor não identificado,4.2,198.0,False,True,False,False,2.0,3.4
REEBOK,Tênis Feminino Energen Tech Reebok,499.0,231.0,Por Mercado Livre ,5.0,2.0,True,True,False,False,268.0,53.7
ADIDAS,Chuteira Infantil Society F50 Club Messi adidas,349.0,199.0,Por adidas ,5.0,1.0,True,True,False,False,150.0,43.0
OLYMPIKUS,Tênis De Corrida Masculino Voa 2 Olympikus,299.0,249.0,Por Mercado Livre ,,,False,True,True,False,50.0,16.7
OLYMPIKUS,Tênis Masculino Hybrid Corrida Olympikus,359.0,217.0,Por Mercado Livre ,5.0,2.0,False,True,True,False,142.0,39.6
PENALTY,Chuteira Infantil Society Lider Y-5 Penalty,199.0,92.0,Por Mercado Livre ,,,False,True,True,False,107.0,53.8
ADIDAS,Camiseta Esportiva Masculina Manga Longa Own The Run adidas,199.0,183.0,Por adidas ,,,False,True,True,False,16.0,8.0
OLYMPIKUS,Tênis Masculino De Corrida Veloz 3 Tam 42 Olympikus,299.0,225.0,Por Mercado Livre ,,,False,True,True,False,74.0,24.7
KENDALL,Meia Feminina 1671 3/4 Média Compressão Com Ponteira Kendall,111.0,78.0,Por Kendall ,4.6,446.0,False,True,False,False,33.0,29.7
LUPO,Kit 10 Meias Cano Curto Especial Au Walk Lupo,144.0,99.0,Por Mercado Livre ,4.9,474.0,False,True,True,False,45.0,31.2
CAMISETA INFANTIL,Camiseta Masc/fem Infantil Juvenil Diversas Cores Top Oferta,28.0,25.0,vendedor não identificado,5.0,8.0,False,False,True,False,3.0,10.7
SKECHERS,Chinelo Masculino Go Consistent Em Sintético Skechers,199.0,141.0,Por Mercado Livre ,5.0,3.0,False,True,True,False,58.0,29.1
OLYMPIKUS,Tênis Olympikus Asfalto Color Preto - Adulto 40 Br,279.0,205.0,Por Mercado Livre ,4.8,55.0,False,True,True,False,74.0,26.5
ADIDAS,Mochila De Treino Masc/femi Essentials 3 Stripes adidas,249.0,241.0,Por adidas ,,,False,True,True,False,8.0,3.2
UMBRO,Chuteira Society Masculina Gravity Umbro,299.0,219.0,Por Umbro ,5.0,1.0,True,True,False,False,80.0,26.8
OLYMPIKUS,Tênis Esportivo Para Meninos Hybrid Kids Em Tecido Olympikus,299.0,239.0,Por Mercado Livre ,,,False,True,True,False,60.0,20.1
MELINDA,Kit 100 Guardanapos De Tecido Oxford 35x35 Atacado,200.0,178.0,vendedor não identificado,5.0,6.0,False,False,True,False,22.0,11.0
SKECHERS,Tênis Feminino Esportivo Bountiful Roxo Skechers,299.0,227.0,vendedor não identificado,4.0,1.0,True,True,False,False,72.0,24.1
BOLLDOR,Kit 4 Camisas  Dry Fit Academia Esportiva Com Proteção Uv,188.0,169.0,Por Talent Sport ,4.8,916.0,False,True,True,False,19.0,10.1
MORMAII,Relógio Digital Masculino Mormaii Fit Preto Loja De Fábrica,259.0,183.0,Por Mormaii Relogios ,4.2,143.0,False,True,True,False,76.0,29.3
ADIDAS,Tênis Esportivo Masculino Response Runner adidas,299.0,237.0,Por adidas ,5.0,1.0,True,True,False,False,62.0,20.7
GENÉRICA,Calça Moletom Jogger Masculina Slim Inverno Plus Size,65.0,52.0,vendedor não identificado,4.1,796.0,False,True,False,False,13.0,20.0
KÉRASTASE,Blond Absolu Bain Ultra Violet 250ml Shampoo | Kérastase,234.0,144.0,Por Kerastase ,4.8,161.0,False,True,True,False,90.0,38.5
CALVIN KLEIN,Kit 4 Cuecas Low Rise Trunk Calvin Klein,299.0,189.0,Por Mercado Livre ,4.8,145.0,True,True,False,False,110.0,36.8
LYOR,Cj 8 Pote Vidro Para Tempero Com Tampa Hermética Base Cromado - Lyor,103.0,54.0,Por Mercado Livre ,4.8,113.0,False,True,False,False,49.0,47.6
CALVIN KLEIN,Kit Com 2 Cuecas Boxer Masculina Preta Calvin Klein,159.0,119.0,Por Mercado Livre ,4.7,111.0,True,True,False,False,40.0,25.2
PLIÉ,Bermuda Feminina Alta Modeladora Control Base Plié,151.0,89.0,Por Plie ,4.8,13.0,False,True,True,False,62.0,41.1
OLYMPIKUS,Tênis Olympikus Fitness Day Color Brisa - Adulto 35 Br,229.0,172.0,Por Mercado Livre ,4.7,5332.0,False,True,True,False,57.0,24.9
PORTO BRASIL CERÂMICA,Conjunto Com 6 Xícaras De Café Com Pires Orgânico Petroleum 120ml Porto Brasil,238.0,138.0,Por Mercado Livre ,5.0,47.0,True,True,False,False,100.0,42.0
NAGA ARCO ÍRIS,Cavalinho Com Sela Country De Balanço,185.0,166.0,vendedor não identificado,4.5,37.0,False,False,False,False,19.0,10.3
OLYMPIKUS,Tênis Olympikus Casual Easy 2 Feminino Adultos 43605213_2-030,199.0,145.0,Por Mercado Livre ,4.7,3742.0,True,True,False,False,54.0,27.1
OLYMPIKUS,Tênis Feminino Ultraleve 156g Slip On Olympikus,229.0,177.0,Por Mercado Livre ,4.9,28.0,True,True,False,False,52.0,22.7
HIDROALL,Ph Certo Elevador De Alcalinidade Estabilizador Ph  2 Kg,39.0,31.0,vendedor não identificado,4.8,369.0,False,False,True,False,8.0,20.5
LUPO,Kit 6 Calcinhas Infantis Disney Princesas Lupo,125.0,79.0,Por Disney ,4.6,135.0,False,True,True,False,46.0,36.8
OLYMPIKUS,Tênis Masculino Hybrid Corrida Olympikus,359.0,217.0,Por Mercado Livre ,5.0,2.0,False,True,True,False,142.0,39.6
BEKA REDES,"Kit 3,00x3,00 Completo Rede Tela De Proteção Para Sacadas",148.0,129.0,vendedor não identificado,4.0,3.0,True,True,False,False,19.0,12.8
OLYMPIKUS,Tênis Only 2 Masculino Olympikus,199.0,155.0,Por Mercado Livre ,4.8,5009.0,False,True,True,False,44.0,22.1
ADIDAS,Camiseta Esportiva Masculina Own The Run adidas Novo,199.0,179.0,Por adidas ,5.0,8.0,False,True,True,False,20.0,10.1
OLYMPIKUS,Tênis Para Masculino Olympikus Estilo Cor Cinza/branco/verde - Adulto 41 Br,259.0,174.0,vendedor não identificado,4.5,102.0,False,True,True,False,85.0,32.8
ATUAL METAIS,Torneira Bica Alta Cuba Link Torneira Cuba Alta Banheiro,77.0,48.0,Por Atual Metais ,4.6,3994.0,False,True,False,False,29.0,37.7
IGUI,"Adaptador De Aspiração Igui - Filtros G3, G4, G5, Splash",78.0,53.0,vendedor não identificado,4.9,99.0,False,False,True,False,25.0,32.1
TOMMY HILFIGER,Camiseta Tommy Hilfiger Masculina Essential Cotton Vermelha,249.0,134.0,Por Secret Outlet ,4.7,229.0,False,False,False,False,115.0,46.2
WOLFF,Cj 8 Porta Temperos De Vidro Com Tampa Hermética E Rack 500ml/120ml - Wolff,235.0,169.0,Por Mercado Livre ,5.0,11.0,False,True,True,False,66.0,28.1
WOLFLUBE,Tanque De 12l Para Armazenamento E Transporte De Liquidos,242.0,185.0,Por Bronzautto ,5.0,1.0,True,True,False,False,57.0,23.6
PLEZSTORE,Kit 2 Blusas Feminino Gola Redonda Com Mangas Lisa Plus Size,89.0,51.0,vendedor não identificado,4.8,224.0,False,False,True,False,38.0,42.7
ADIDAS,Tênis Casual Feminino Advantage Base 2.0 adidas,299.0,172.0,Por adidas ,5.0,1.0,False,True,True,False,127.0,42.5
OLYMPIKUS,Tênis Para Homem Olympikus Estilo Cor Cinza/branco/verde - Adulto 43 Br,259.0,174.0,vendedor não identificado,4.5,102.0,False,True,True,False,85.0,32.8
START,Máquina Inversora De Solda Sinérgica 200a 3 Em 1 Mig Tig Mma Com Gás E Tocha Euro Conector 220v Fluxmig 200 Start,1690.0,999.0,Por Ismafer Ferramentas ,4.7,20.0,False,False,True,False,691.0,40.9
ADIDAS,Chuteira Futsal Masculina Predator 24.5 adidas,329.0,171.0,Por adidas ,,,False,True,True,False,158.0,48.0
LN JEANS,Vestido Jeans Feminino Chemise Camisão Com Bolso,91.0,70.0,vendedor não identificado,4.7,112.0,False,True,False,False,21.0,23.1
OLYMPIKUS,Tênis Infantil Maneiro Kids Preto Olympikus Tamanho 32,229.0,154.0,vendedor não identificado,4.9,674.0,False,True,True,False,75.0,32.8
ADIDAS,Calça Legging Feminina Basic Leg W Média adidas,179.0,151.0,Por adidas ,4.8,89.0,True,True,False,False,28.0,15.6
WOLFF,Pote Térmico Wolff Dupla Parede De Aço Inox Com Colher,89.0,49.0,Por Mercado Livre ,4.7,94.0,False,True,False,False,40.0,44.9
OLYMPIKUS,Tênis Masculino Triunfo 3 Olympikus,229.0,172.0,Por Mercado Livre ,,,False,True,True,False,57.0,24.9
OLYMPIKUS,Tênis Masculino Triunfo 3 Olympikus,229.0,172.0,Por Mercado Livre ,,,False,True,True,False,57.0,24.9
ADIDAS,Chuteira Infantil Futsal Desportivo Iii adidas,249.0,164.0,Por adidas ,5.0,6.0,True,True,False,False,85.0,34.1
SND SANDY FITNESS,Bermuda Ciclista Feminina Fitness Academia Básica Snd ,99.0,75.0,Por SND Fitness ,4.6,8.0,False,False,False,False,24.0,24.2
PUMA,Tênis Feminino Carina L Bdp Puma ,399.0,257.0,Por Puma ,4.8,101.0,True,True,False,False,142.0,35.6
CAMISETA INFANTIL,Camiseta Masc/fem Infantil Juvenil Diversas Cores Top Oferta,28.0,25.0,vendedor não identificado,5.0,8.0,False,False,True,False,3.0,10.7
CROCS,Chinelo Crocs Bayaband Flip White/navy,219.0,182.0,Por Crocs ,4.8,522.0,True,True,False,False,37.0,16.9
TOMMY HILFIGER,Camiseta Tommy Hilfiger Brand Love Chest Tee Preta,249.0,162.0,Por Secret Outlet ,4.9,7.0,False,False,False,False,87.0,34.9
CROCS,Sandália Crocs Paw Patrol Off Court Clog T Blue,269.0,181.0,Por Crocs ,4.5,11.0,True,True,False,False,88.0,32.7
ADIDAS,Chuteira Infantil Campo Predator 24 Club adidas,449.0,195.0,Por adidas ,,,False,True,True,False,254.0,56.6
MIZUNO,Tênis Masculino De Corrida Space 4 Tam 43 Mizuno *oferta*,329.0,176.0,Por Mercado Livre ,4.8,4.0,False,True,True,False,153.0,46.5
OLYMPIKUS,Tênis Infantil Cyber 4 Preto Olympikus,229.0,160.0,Por Mercado Livre ,4.8,28.0,True,True,False,False,69.0,30.1
HERING,Kit 3 Pares De Meia Masculino Cano Médio Hering,49.0,29.0,Por Hering ,4.7,131.0,False,True,False,False,20.0,40.8
CROCS,Sandália Crocband Off Court Clog  Navy,299.0,188.0,Por Crocs ,4.8,213.0,True,True,False,False,111.0,37.1
ADIDAS,Camiseta Masc Essentials 3 Stripes Single Jersey Tee adidas,129.0,123.0,Por adidas ,4.7,38.0,False,True,True,False,6.0,4.7
TRYD,Tênis Masculino Leve Esportivo Sapato Confortável Promoção,69.0,66.0,Por Tenis TRYD ,4.6,10516.0,False,True,False,False,3.0,4.3
UMBRO,Chuteira Juvenil Menino Society Class Footballer Umbro,198.0,191.0,Por Umbro ,,,True,True,False,False,7.0,3.5
SKECHERS,Tênis Feminino Go Run Fast Skechers,379.0,177.0,Por Mercado Livre ,,,True,True,False,False,202.0,53.3
ADIDAS,Camiseta Masculino Own The Run Basic adidas,129.0,123.0,Por adidas ,4.7,36.0,False,True,True,False,6.0,4.7
ADIDAS,Camiseta Esportiva Feminina Own The Run adidas,499.0,152.0,Por adidas ,4.0,9.0,True,True,False,False,347.0,69.5
SKECHERS,Tênis Infantil Meninos Microspec Com Calce Fácil Skechers,249.0,186.0,Por Mercado Livre ,,,True,True,False,False,63.0,25.3
WOLFF,Caçarola Indução Revest Cerâmico/tampa Granilite Cinza 24cm,217.0,139.0,Por Mercado Livre ,4.0,1.0,False,True,True,False,78.0,35.9
UMBRO,Chuteira De Society Masculina Orbit Forro Poliéster Umbro,171.0,164.0,Por Umbro ,,,False,True,True,False,7.0,4.1
OLYMPIKUS,Tênis Casual Feminino Ultraleve 156g Em Tecido 41 Olympikus,229.0,183.0,Por Olympikus ,,,False,True,True,False,46.0,20.1
GALZER,3 Rolo Arame P/ Maquina Solda Mig 0.8 Sem Gás Rolo 1kg Cada,212.0,129.0,Por Ismafer Ferramentas ,4.7,84.0,False,False,True,False,83.0,39.2
FREE JUMP,Bota Feminina Coturno Ca Bico Pvc Trabalho Empresa Segurança,289.0,155.0,vendedor não identificado,4.9,14.0,False,False,False,False,134.0,46.4
WOLFF,Prato De Bolo Transparente Com Pé De Cristal Geneva Wolff,122.0,79.0,Por Mercado Livre ,5.0,2.0,False,True,True,False,43.0,35.2
ZEE RUCCI,Sutiã Amamentação S/ Costura Sem Bojo Gestante Mãe Pós Parto,57.0,52.0,vendedor não identificado,4.8,695.0,False,True,False,False,5.0,8.8
ADIDAS,Short De Treino Masculino Logo adidas,149.0,129.0,Por adidas ,5.0,32.0,False,True,True,False,20.0,13.4
PLENA PERSONA,Vestido Feminino Maxi Lese Bordado 3d Manga Princesa,169.0,148.0,vendedor não identificado,4.8,17.0,False,False,False,False,21.0,12.4
MARESIAS,Kit 2 Clear Gel Maresias Super Clarificante,58.0,46.0,vendedor não identificado,4.6,80.0,False,False,True,False,12.0,20.7
IGUI,Filtro Saco Piscina Splash 2 Unidades Sem Aro,179.0,144.0,vendedor não identificado,4.7,134.0,False,False,True,False,35.0,19.6
OLYMPIKUS,Tênis Feminino E Masculino Esportivo Giro Olympikus,279.0,167.0,Por Mercado Livre ,5.0,19.0,False,True,True,False,112.0,40.1
KENDALL,Kit 2 Pares De Meias Femininas Sem Ponteira Kendall,204.0,109.0,Por Kendall ,4.7,381.0,False,True,True,False,95.0,46.6
OLYMPIKUS,Tênis Infantil Cyber 4 Preto Olympikus,229.0,160.0,Por Mercado Livre ,4.8,28.0,True,True,False,False,69.0,30.1
ADIDAS,Camiseta Masculina Run It adidas,158.0,152.0,Por adidas ,4.9,19.0,True,True,False,False,6.0,3.8
EURO SOCCER,Chuteira Adulto Infantil Campo Trava Promoção As096,121.0,54.0,Por Algarte ,4.6,580.0,False,True,False,False,67.0,55.4
SOUL ROCK,Kit 3 Camisetas Térmica Segunda Pele Proteção Uv50 Treino,119.0,65.0,vendedor não identificado,4.6,45.0,False,False,True,False,54.0,45.4
ADIDAS,Chuteira Infantil Futsal Desportivo Iii adidas,249.0,164.0,Por adidas ,5.0,6.0,False,True,True,False,85.0,34.1
OLYMPIKUS,Tênis Infantil Smash Preto Olympikus 2024,229.0,137.0,Por Mercado Livre ,4.7,17.0,False,True,True,False,92.0,40.2
SLIM FITNESS,Vestido Tipo Camiseta Alongada Para Mulheres Várias Cores ,38.0,29.0,Por Chapelaria Vintage ,4.2,1475.0,False,True,False,False,9.0,23.7
OLYMPIKUS,Tênis Fitness Day Feminino Olympikus,229.0,149.0,Por Mercado Livre ,4.7,5332.0,True,True,False,False,80.0,34.9
PEGADA,Sapato Masculino Pegada Monk Em Couro,249.0,173.0,Por Mercado Livre ,4.4,11.0,True,True,False,False,76.0,30.5
OLYMPIKUS,Tênis Casual Para Meninos E Meninas Cyber 4 Olympikus,229.0,172.0,Por Olympikus ,,,False,True,True,False,57.0,24.9
ADIDAS,Kit 6 Pares De Meias Unissex Cano Baixo adidas,119.0,108.0,Por adidas ,4.0,2.0,False,True,True,False,11.0,9.2
FILA,Mochila Outline Fila,159.0,132.0,Por Fila ,4.9,41.0,True,True,False,False,27.0,17.0
OLYMPIKUS,Tênis Masculino Modulo Olympikus,249.0,135.0,Por Mercado Livre ,5.0,38.0,False,True,True,False,114.0,45.8
VILMA ENXOVAIS,Lençol Super King Avulso Com Elástico 200 Fios - Liquidação,78.0,61.0,Por LW Confeccoes ,4.6,1057.0,False,True,False,False,17.0,21.8
SKECHERS,Chinelo Masculino Go Consistent Em Sintético Skechers,199.0,141.0,Por Mercado Livre ,5.0,3.0,False,True,True,False,58.0,29.1
CROCS,Sandália Crocs Classic Pokémon Clog Infantil White/multi,259.0,155.0,Por Crocs ,4.6,25.0,True,True,False,False,104.0,40.2
ADIDAS,Tênis Casual Feminino Advantage Base 2.0 Forro Têxtil adidas,299.0,145.0,Por adidas ,5.0,1.0,False,True,True,False,154.0,51.5
OLYMPIKUS,Tênis Masculino Orbita Olympikus,229.0,169.0,Por Mercado Livre ,4.8,9.0,False,True,True,False,60.0,26.2
OLYMPIKUS,Tênis Feminino E Masculino Esportivo Giro Olympikus,279.0,167.0,Por Mercado Livre ,5.0,19.0,False,True,True,False,112.0,40.1
OLYMPIKUS,Tênis Masculino Modulo Olympikus,249.0,135.0,Por Mercado Livre ,5.0,38.0,False,True,True,False,114.0,45.8
OLYMPIKUS,Tênis Masculino Modulo Olympikus,249.0,135.0,Por Mercado Livre ,5.0,38.0,False,True,True,False,114.0,45.8
