brand,name,price_old,price_new,seller,rating,number_rating,frete_gratis,full,entrega_rapida,entrega_mesmo_dia,desconto,percentual_desconto
CERAVE,Loção hidratante Com Ácido Hialurônico 473ml Cerave,124.0,65.0,Por CeraVe ,4.9,33114.0,False,True,False,False,59.0,47.6
KÉRASTASE,Máscara Capilar Chronologiste Intense Régénérant 200ml Kérastase,519.0,310.0,Por Kerastase ,4.8,248.0,True,True,False,False,209.0,40.3
LA ROCHE-POSAY,Protetor Anthelios Airlicium Sem Cor Fps 80 Antioleosidade 40g La Roche-posay,104.0,59.0,Por La Roche Posay ,4.8,10616.0,False,True,False,False,45.0,43.3
TCL,Smart Tv Led 32'' S5400af Full Hd Android Tv Tcl 127/220v,1439.0,1005.0,Por TCL ,4.7,11351.0,False,True,True,False,434.0,30.2
KÉRASTASE,Óleo Kérastase L'huile Rose Elixir Ultime 100ml,394.0,202.0,Por Kerastase ,4.8,2074.0,False,True,True,False,192.0,48.7
KÉRASTASE,Shampoo Kérastase Genesis Bain Hydra-fortifiant 250ml,234.0,128.0,Por Kerastase ,4.8,706.0,False,True,True,False,106.0,45.3
LA ROCHE-POSAY,Sérum Antimanchas Mela B3 30ml La Roche Posay,294.0,166.0,Por La Roche Posay ,4.5,836.0,False,True,True,False,128.0,43.5
WAP,Parafusadeira E Furadeira De Impacto 3/8  Wap K21 Id02 2000 Mah Bivolt,413.0,219.0,Por Ismafer Ferramentas ,4.7,15771.0,False,True,True,False,194.0,47.0
BOTAFOGO LAR & LAZER,Escada De Alumínio Multifuncional 4 X 4 16 Degraus Botafogo Lar & Lazer Esc0293,579.0,494.0,Por Mercado Livre ,4.7,2292.0,True,True,False,False,85.0,14.7
LA ROCHE-POSAY,Creme Multirreparador Cicaplast Baume B5+ 40ml La Roche-posay,96.0,60.0,Por La Roche Posay ,4.9,5326.0,False,True,True,False,36.0,37.5
WAP,Lavadora De Alta Pressão Wap Atacama Smart Com Potência De 1400w 1500psi 127v,449.0,319.0,Por Mercado Livre ,4.7,1705.0,True,True,False,False,130.0,29.0
PERFECT,Esfregão Mop Perfect Balde Inox + 3 Refil + Cabo Longo,253.0,149.0,Por Ismafer Ferramentas ,4.8,8092.0,False,False,True,False,104.0,41.1
BOTAFOGO LAR & LAZER,Escada De Alumínio Multifuncional 4 X 3 Com 12 Degraus 13 Em 1 Botafogo Lar & Lazer Esc0292 Cinza,529.0,423.0,Por Mercado Livre ,4.7,1573.0,True,True,False,False,106.0,20.0
KÉRASTASE,Nutritive Masquintense Máscara Kérastase,354.0,212.0,Por Kerastase ,4.8,456.0,False,True,True,False,142.0,40.1
WAP,Lavadora De Alta Pressão Wap Atacama Smart Com Potência De 1400w 1500psi 220v,449.0,329.0,vendedor não identificado,4.7,1705.0,True,True,False,False,120.0,26.7
ABSOLUT,Kit 10 Cuecas Box Boxer Microfibra Original Qualidade,72.0,66.0,vendedor não identificado,4.4,42049.0,False,True,False,False,6.0,8.3
WAP,"Lavadora De Alta Pressão Wap Extreme Turbo 2800, 2450psi, Motor De Indução, 1900w, 220v",1399.0,1133.0,Por Mercado Livre ,4.8,2472.0,False,True,True,False,266.0,19.0
JBL,Caixa De Som Bluetooth Jbl Partybox Club 110/220v Preto - 160w,2999.0,2022.0,vendedor não identificado,4.8,1118.0,True,True,False,False,977.0,32.6
POLO WEAR,Kit 12 Cuecas Masculinas Boxer Polo Wear,227.0,132.0,Por Polo Wear ,4.4,34535.0,False,True,True,False,95.0,41.9
KÉRASTASE,Shampoo Kérastase Résistance - Bain Thérapiste 250ml Full,234.0,136.0,Por Kerastase ,4.9,328.0,False,True,True,False,98.0,41.9
TCL,Smart Tv Tcl 55c655 55  4k Qled,3349.0,2374.0,Por Mercado Livre ,4.8,1602.0,True,True,False,False,975.0,29.1
PHILIPS,Smart Tv Philips 50 4k 50pug7019 Google Tv Comando De Voz,2749.0,2111.0,Por Mercado Livre ,4.7,1697.0,True,True,False,False,638.0,23.2
KÉRASTASE,Elixir Ultime L´huile Originale Óleo Capilar 30ml Kérastase,199.0,128.0,Por Kerastase ,4.7,307.0,False,True,True,False,71.0,35.7
LA ROCHE-POSAY,Gel De Limpeza Facial Effaclar 300g La Roche Posay,109.0,61.0,Por La Roche Posay ,4.9,7599.0,False,True,True,False,48.0,44.0
INSIDER,Daily T-shirt Insider,139.0,99.0,Por Insider ,4.7,5234.0,False,False,False,False,40.0,28.8
AIWA,Caixa De Som Boombox Plus Aiwa Bbs-01-lbl 200w Bluetooth 30h Ip66 Usb Rgb,2299.0,1799.0,Por Mercado Livre ,4.8,750.0,True,True,False,False,500.0,21.7
PERFECT PRO,Balde Esfregão Perfect Mop Move 3 Refis Com Roda E Alça Cor Cinza,261.0,164.0,Por Ismafer Ferramentas ,4.8,7601.0,False,True,True,False,97.0,37.2
THE BLACK TOOLS,Jogo De Soquetes Encaixe 1/2'' 22 Peças Maleta Completo Cor Amarelo,261.0,159.0,Por Ismafer Ferramentas ,4.8,372.0,False,False,True,False,102.0,39.1
TRAMONTINA,Caixa De Ferramentas Sanfonada Tramontina 7 Gavetas Azul,175.0,155.0,Por Mercado Livre ,4.9,2311.0,True,True,False,False,20.0,11.4
KÉRASTASE,Densifique Bain Densité Shampoo 250ml | Kérastase,234.0,136.0,Por Kerastase ,4.8,586.0,False,True,True,False,98.0,41.9
THE BLACK TOOLS,Parafusadeira E Furadeira De Impacto 3/8 The Black Tools Tb21-pz Com 2 Baterias Bivolt E Acessorios,369.0,219.0,Por Ismafer Ferramentas ,4.7,388.0,False,False,True,False,150.0,40.7
TRAMONTINA,Lavadora De Alta Pressão Master Doméstica Jato Regulável 1500psi Com 1200w Amarelo E Preto Tramontina 220v,609.0,323.0,Por Mercado Livre ,4.8,5022.0,True,True,False,False,286.0,47.0
TERMOLAR,Caixa Termica Suv Cooler Com Alça 20 Litros Praia Pesca Camping Cor Preto E Amarelo Termolar,92.0,58.0,Por Ismafer Ferramentas ,4.8,5498.0,False,False,True,False,34.0,37.0
LA ROCHE-POSAY,La Roche Posay Hyalu B5 Sérum Facial Antirrugas Ácido Hialurônico Tratamento Antienvelhecimento Para Peles Sensíveis 30ml,279.0,139.0,Por La Roche Posay ,4.8,1912.0,True,True,False,False,140.0,50.2
GORILLAZ,"Torquímetro Estalo Click Para Soquete 1/2 Pol 28-210 Nm 2,8 A 21kg Ajustável Com Estojo Gorillaz",199.0,119.0,Por Ismafer Ferramentas ,4.6,1440.0,False,False,True,False,80.0,40.2
VERONNA,Bebedouro Refrigerado Eletrônico Veronna Be200 Bivolt Agua Gelada Cor Branco 110v/220v,613.0,388.0,Por Ismafer Ferramentas ,4.3,294.0,False,True,True,False,225.0,36.7
LA ROCHE-POSAY,Protetor Solar Corporal Anthelios Fps50 200ml La Roche-posay,142.0,78.0,Por La Roche Posay ,4.9,49.0,False,True,True,False,64.0,45.1
GENÉRICO,Kit 4 Camisas Polo Masculina Linha Exclusiva,214.0,122.0,vendedor não identificado,,,False,False,True,False,92.0,43.0
THE BLACK TOOLS,Chave De Impacto A Bateria 1/2 Polegada 21v 430nm Bivolt,598.0,358.0,Por THE BLACK TOOLS ,4.6,1151.0,True,True,False,False,240.0,40.1
GRADIENTE,Mixer 3 Em 1 Powder Profissional 600w Inox Pgmx402 Gradiente 110v 60hz,384.0,232.0,Por Ismafer Ferramentas ,4.8,1468.0,False,True,True,False,152.0,39.6
LA ROCHE-POSAY,Protetor Solar Anthelios Airlicium+ Fps80 Cor 2.0 Em Gel Creme 40ml La Roche-posay,104.0,64.0,Por La Roche Posay ,4.8,1932.0,False,True,True,False,40.0,38.5
BOTAFOGO LAR & LAZER,Escada Banqueta De Alumínio Com 3 Degraus Botafogo Lar & Lazer,129.0,112.0,Por Mercado Livre ,4.7,2189.0,False,True,True,False,17.0,13.2
GALZER,Máquina De Solda Mig Tig E Eletrodo 160a Com Arame 0.5kg Cor Vermelho Frequência 60 Hz 220v,983.0,599.0,Por Ismafer Ferramentas ,4.6,378.0,False,True,True,False,384.0,39.1
MASH,Kit 10 Cuecas Boxer Infantil Elástico Algodão Mash,208.0,129.0,Por Mash ,4.8,85.0,False,True,True,False,79.0,38.0
WAP,Serra Circular Elétrica Wap Esc1500 7 1/4 185mm Preto 1500w 220v,569.0,348.0,Por Mercado Livre ,4.6,1408.0,False,True,True,False,221.0,38.8
TCL,Tcl Smart Tv Advanced 4k Qled Pro 85c655 Google Tv Dolby Chumbo,9349.0,7002.0,Por TCL ,4.8,31.0,True,True,False,False,2347.0,25.1
THE BLACK TOOLS,"Tela Galvanizada Galinheiro 1,50x50metros Fio 23 Horta",366.0,228.0,Por Ismafer Ferramentas ,4.2,85.0,False,False,True,False,138.0,37.7
PHILCO,Ar-condicionado Portátil Philco Pac 12.000 Btus Virus Protec,4613.0,2899.0,Por Ismafer Ferramentas ,4.4,11.0,False,False,False,False,1714.0,37.2
LARAH LINGERIE,Kit 3 Sutiã Alça Reforçada Sutian Básico Soutien Microfibra ,59.0,47.0,vendedor não identificado,4.3,11410.0,False,True,False,False,12.0,20.3
MODA DA LUA,Calça Masculina Com Elastano Esportiva Fitness Slim Fit,39.0,37.0,vendedor não identificado,4.6,41.0,False,False,True,False,2.0,5.1
SCALLA CERÂMICA,"Aparelho Jantar 16 Pcs Citron,scalla Cerâmica",375.0,203.0,Por Mercado Livre ,3.0,6.0,True,True,False,False,172.0,45.9
PHILCO,Furadeira Parafusadeira Sem Fio De 10mm Philco Ppf12m 12v + Acessório 110v/220v,307.0,179.0,Por Ismafer Ferramentas ,4.7,4354.0,False,True,True,False,128.0,41.7
TRAMONTINA,Lavadora De Alta Pressão 1200w Master 1500 Psi Amarelo E Preto Tramontina 127v,609.0,341.0,Por Mercado Livre ,4.8,5022.0,True,True,False,False,268.0,44.0
THE BLACK TOOLS,Chave De Impacto A Bateria 1/2 Polegada 21v 430nm Bivolt,598.0,358.0,Por THE BLACK TOOLS ,4.6,1151.0,True,True,False,False,240.0,40.1
DRYKO,Kit 5 Manta Asfáltica Auto Adesiva Veda Telhado 90cm X 10m,1136.0,718.0,Por Ismafer Ferramentas ,4.9,43.0,False,False,True,False,418.0,36.8
MASH,Kit Com 10 Cuecas  Masculina Boxer De Algodão Mash,275.0,179.0,Por Mash ,4.8,7351.0,True,True,False,False,96.0,34.9
THE BLACK TOOLS,Parafusadeira Furadeira 21v 2 Baterias Profissional Bivolt,336.0,209.0,Por THE BLACK TOOLS ,4.6,7329.0,True,True,False,False,127.0,37.8
KÉRASTASE,Condicionador Kérastase Densifique Fondant Densité 200ml,284.0,176.0,Por Kerastase ,4.8,337.0,False,True,True,False,108.0,38.0
MASH,Kit 6 Cuecas Boxer Algodão Mash Modelo Masculino,182.0,109.0,Por Mash ,4.8,209.0,False,True,True,False,73.0,40.1
PHILIPS,"Fone De Ouvido Sem Fio Tws Philips Tat1109bk/00 Na Cor Preto, Com Bluetooth, Microfone, Tecnologia Ipx4",199.0,130.0,Por Mercado Livre ,4.7,113.0,False,True,True,False,69.0,34.7
GRADIENTE,Aspirador De Pó E Água Inox Multiuso Soprador Com Bico Extratora 12l 1200w 220v Turbo Vac Pgac120 Gradiente,690.0,429.0,Por Ismafer Ferramentas ,4.7,104.0,False,True,True,False,261.0,37.8
ZENITE,Zenite Micro Mini Retifica 127v/220v Com 62 Acessórios 10000rpm,209.0,118.0,Por Bronzautto ,4.1,4220.0,True,True,False,False,91.0,43.5
GEDORE,Jogo Soquete Estriado 8 A 32mm 1/2 Robust + Kit Chaves Cor Laranja,598.0,376.0,Por Ismafer Ferramentas ,4.2,46.0,False,True,True,False,222.0,37.1
KÉRASTASE,Shampoo Kérastase Bain Resistance Extentioniste 250 Ml,234.0,147.0,Por Kerastase ,4.8,259.0,False,True,True,False,87.0,37.2
PERFECT,Balde Perfect Mop Speed Giratório Limpeza Geral Esfregão,212.0,119.0,Por Ismafer Ferramentas ,4.6,1261.0,False,False,True,False,93.0,43.9
FILA,Tênis Fila Racer Speedzone Feminino,599.0,445.0,Por B2 Online ,4.3,3.0,False,False,True,False,154.0,25.7
ZORBA,Kit Com 10 Cuecas Slip Algodão Zorba,226.0,129.0,Por Zorba ,4.7,4754.0,True,True,False,False,97.0,42.9
ZORBA,Kit Com 10 Cuecas Slip Go Tagless Masculina Zorba,262.0,149.0,Por Zorba ,4.7,4662.0,True,True,False,False,113.0,43.1
GRADIENTE,Parafusadeira Furadeira Sem Fio Bateria 3/8 12v Bivolt Para Madeira Metal Gradiente 110v/220v,261.0,149.0,Por Ismafer Ferramentas ,4.6,399.0,True,True,False,False,112.0,42.9
DELRIO,Kit 10 Calcinhas Tipo Calça Média Feminina Delrio,211.0,134.0,vendedor não identificado,4.8,2263.0,False,True,True,False,77.0,36.5
VICHY,Shampoo Dercos Anticaspa Intensivo Ds Cabelos Secos 125g Vichy,84.0,41.0,Por Vichy ,4.8,2252.0,False,True,True,False,43.0,51.2
THE BLACK TOOLS,Furadeira De Impacto 13mm 750w 220v Profissional Com Kit Brocas Buchas E Bits 300 Peças The Black Tools,336.0,199.0,Por Ismafer Ferramentas ,4.6,243.0,False,False,True,False,137.0,40.8
ADIDAS,Tênis Sportswear Grand Court Base 2.0 Simp Feminino adidas,349.0,254.0,Por adidas ,4.8,983.0,False,True,True,False,95.0,27.2
TRYD,Tênis Masculino Leve Esportivo Sapato Confortável Promoção,69.0,66.0,Por Tenis TRYD ,4.6,10516.0,False,True,False,False,3.0,4.3
DELRIO,Kit Com 10 Calcinhas Infantil Menina Cotton Miss Delrio,169.0,124.0,vendedor não identificado,4.9,2790.0,False,True,True,False,45.0,26.6
KÉRASTASE,Shampoo Première Bain Décalcifiant 250ml Kérastase,279.0,156.0,Por Kerastase ,4.9,82.0,False,True,True,False,123.0,44.1
WAP,Pistola De Pintura Wap Epp400 Pulverizadora Elétrica 220v,339.0,269.0,vendedor não identificado,4.6,1158.0,True,True,False,False,70.0,20.6
MASH,Kit Com 10 Cueca Slip Masculino Mash,235.0,127.0,Por Mash ,4.8,737.0,True,True,False,False,108.0,46.0
THE BLACK TOOLS,Furadeira Parafusadeira De Impacto 2 Baterias 21v 3/8 Com Kit Jogo De Ferramentas 169 Peças Com Maleta The Black Tools Tb-21px-169p Cor Preto,767.0,459.0,Por Ismafer Ferramentas ,4.6,167.0,False,False,True,False,308.0,40.2
OZ,Politriz Angular Automotiva 7 Polegadas 1200w 500-4200rpm 110v Pz1000 Oz,460.0,289.0,Por Ismafer Ferramentas ,4.5,3192.0,False,False,True,False,171.0,37.2
GRADIENTE,Liquidificador Pglq352 Revolution Glass Copo De Vidro 2 Litros Potência De 1000w Cor Cobre Gradiente 110v/127v,598.0,364.0,Por Ismafer Ferramentas ,4.8,1696.0,False,True,True,False,234.0,39.1
REXTON - CKRASS,K/10 Cuecas Boxer Box De Algodão Masculino Adulto Cotton,110.0,85.0,vendedor não identificado,4.5,2065.0,True,True,False,False,25.0,22.7
START,Máquina Inversora Solda 220v Eletrodo + Esmerilhadeira + Kit,902.0,549.0,Por Ismafer Ferramentas ,4.5,73.0,False,False,True,False,353.0,39.1
DELRIO,Kit 10 Calcinhas Feminina Biquíni Microfibra Delrio,167.0,109.0,vendedor não identificado,4.9,2291.0,True,True,False,False,58.0,34.7
BORBOLETAS,Cj 6 Xícaras Café Porcelana Borboletas Branco 100ml Wolff,311.0,229.0,Por Mercado Livre ,4.8,18.0,True,True,False,False,82.0,26.4
OZ,Cafeteira Elétrica Jarra Vidro Filtro Permanente Capacidade 18 Xicaras Arome 127v Ca3000 Oz,167.0,99.0,Por Ismafer Ferramentas ,4.9,31.0,False,False,True,False,68.0,40.7
TRAMONTINA,Econ Lavadora De Alta Pressão 1200w 1500 Psi 220v Tramontina Cor,521.0,323.0,Por Mercado Livre ,4.8,3867.0,False,True,True,False,198.0,38.0
THE BLACK TOOLS,"Tela Galvanizada Galinheiro 1,50x50metros Fio 23 Horta",366.0,228.0,Por Ismafer Ferramentas ,4.2,85.0,False,False,True,False,138.0,37.7
GENÉRICO,Kit 4 Camisas Polo Masculina Linha Exclusiva,214.0,122.0,vendedor não identificado,,,False,False,True,False,92.0,43.0
POLO WEAR,Kit 12 Cuecas Masculinas Boxer Polo Wear,227.0,132.0,Por Polo Wear ,4.4,34535.0,False,True,True,False,95.0,41.9
VIA BASIC,Kit 3 Camisetas Manga Longa Masculina Dry Uv Proteção Solar,76.0,67.0,vendedor não identificado,4.4,2142.0,False,True,False,False,9.0,11.8
OZ,Politriz Angular Automotiva 7 Polegadas 1200w 500-4200rpm 220v Pz1000 Oz,460.0,289.0,Por Ismafer Ferramentas ,4.5,3192.0,False,False,True,False,171.0,37.2
PHILIPS,Smart Tv 75'' 75pug7908/78 Ambilight 4k Uhd Led Philips Preta Mate,6499.0,4525.0,Por Mercado Livre ,4.7,153.0,True,True,False,False,1974.0,30.4
THE BLACK TOOLS,Assentador De Talao Canhao Ar Para Pneu Sem Camara Caminhao,767.0,449.0,Por THE BLACK TOOLS ,4.8,62.0,False,True,True,False,318.0,41.5
ADIDAS,Tênis Feminino Grand Court Base 2.0 adidas,349.0,318.0,Por adidas ,4.8,841.0,False,True,True,False,31.0,8.9
MULTI,Multi Ho441 Robô Aspirador 110v/220v Vermelho E Preto 20w,429.0,254.0,Por Ismafer Ferramentas ,4.5,846.0,False,True,True,False,175.0,40.8
INTELBRAS,Câmera Inteligente Full Hd Visão 360° Im4 C Black Intelbras Cor Preto,369.0,314.0,Por Intelbras ,5.0,12.0,False,False,False,False,55.0,14.9
SAMSONITE,Mala De Viagem Spin Air Pequena Azul Samsonite,1000.0,432.0,vendedor não identificado,4.9,103.0,False,True,True,False,568.0,56.8
THE BLACK TOOLS,Misturador Elétrico De Argamassa Tinta Gesso Rejunte Textura 220v Tmt1200 The Black Tools,475.0,289.0,Por Ismafer Ferramentas ,4.8,439.0,False,False,True,False,186.0,39.2
,Casaco De Frio Sobretudo Forrado Com Cinto Botoes Lançamento,159.0,105.0,vendedor não identificado,4.3,164.0,True,True,False,False,54.0,34.0
LUPO,Kit 10 Cuecas Boxer Algodão Lupo,339.0,199.0,Por Mercado Livre ,4.8,757.0,False,True,True,False,140.0,41.3
BOTAFOGO LAR & LAZER,Botafogo Piscina 2.000 Litros,389.0,314.0,Por Mercado Livre ,4.5,224.0,False,True,True,False,75.0,19.3
DELRIO,Kit Com 10 Calcinhas Feminina Calça Larga Microfibra Delrio,248.0,159.0,vendedor não identificado,4.8,2234.0,False,True,True,False,89.0,35.9
SAMSONITE,Mala De Viagem Versalite Dlx Pequena Preto Samsonite,850.0,579.0,vendedor não identificado,4.9,160.0,True,True,False,False,271.0,31.9
JRM SHOES,Sapato Casual Masculino Oxford Derby Moderno Mocassim Slim,136.0,90.0,vendedor não identificado,4.6,500.0,False,False,False,False,46.0,33.8
TRAMONTINA,Lavadora De Alta Pressão Master 42545 Jato Regulável 1500psi Com 1200w Amarelo E Preto Tramontina 127v,521.0,341.0,Por Mercado Livre ,4.8,3867.0,False,True,True,False,180.0,34.5
THE BLACK TOOLS,Politriz Eletrica Roto Orbital 15mm 5 E 6 Pol 950w 127v Pro950 The Black Tools,921.0,579.0,Por Ismafer Ferramentas ,4.8,118.0,False,False,True,False,342.0,37.1
WOLFF,Faqueiro Wolff Viena 54 Peças De Aço Inox Dourado,740.0,384.0,Por Mercado Livre ,4.8,54.0,True,True,False,False,356.0,48.1
LYOR,"Jarra Com 6 Taças Cristal Lavanda Hand Painting 1,3l - Lyor",179.0,119.0,Por Lyor ,4.7,223.0,True,True,False,False,60.0,33.5
CAMISA MANGA LONGA TREINO,Camisa Masculina Térmica Proteção Solar 50+ Uv Manga Longa,39.0,29.0,vendedor não identificado,4.4,1534.0,False,False,True,False,10.0,25.6
BLACK TOOLS,Jogo De Soquete Black Tools Bcs022 Reversível 1/2 Pol Profissonal Com Catraca,261.0,159.0,Por Ismafer Ferramentas ,4.8,974.0,False,False,True,False,102.0,39.1
ADIDAS,Chuteira Masculina Society Predator League adidas,599.0,341.0,Por adidas ,,,True,True,False,False,258.0,43.1
WAP,Chave De Impacto Wap K21 Ch01 Frequência 60hz 21 Vdc Bivolt,599.0,296.0,Por Mercado Livre ,4.4,147.0,True,True,False,False,303.0,50.6
PORTO BRASIL CERÂMICA,"Conjunto Com 6 Pratos Raso Bio Stoneware Campestre Ø 27,5cm Cinza Porto Brasil Cerâmica",271.0,158.0,Por Mercado Livre ,4.8,240.0,False,True,True,False,113.0,41.7
INTELBRAS,Vídeo Porteiro Smart Ivw 3000 Wi-fi Preto Intelbras 110v/220v,743.0,534.0,Por Mercado Livre ,4.5,101.0,True,True,False,False,209.0,28.1
ADIDAS,Tênis Masculino Casual Park Street adidas,499.0,289.0,Por adidas ,4.9,349.0,False,True,True,False,210.0,42.1
THE BLACK TOOLS,Esmerilhadeira Lixadeira Angular 780w 4.1/2 115mm 127v Bta780 The Black Tools Com Jogo Soquetes 40 Peças E Discos Corte,335.0,199.0,Por Ismafer Ferramentas ,4.6,665.0,False,False,True,False,136.0,40.6
AMAZON,Echo Show 8 Smart Display Com Áudio Espacial 3ª Geração Preta Amazon,1399.0,1160.0,Por Mercado Livre ,4.9,7.0,False,True,True,False,239.0,17.1
ZORBA,Kit 10 Cuecas Boxer Seamless Infantil Zorba,229.0,129.0,Por Zorba ,4.8,598.0,False,True,True,False,100.0,43.7
ADIDAS,Camisa Masculina Squadra 25 Jg5836 adidas,129.0,123.0,Por adidas ,5.0,25.0,True,True,False,False,6.0,4.7
CASIO,Teclado Casio Musical Ct-s300 Teclas Sensitivas Kit Completo,1899.0,1481.0,Por Top Music ,4.8,204.0,False,False,False,False,418.0,22.0
OLYMPIKUS,Tênis Only 2 Masculino Olympikus,199.0,155.0,Por Mercado Livre ,4.8,5009.0,False,True,True,False,44.0,22.1
FREE JUMP,Bota Epi De Segurança Ca Bico Pvc Resistente Couro Legitimo,289.0,155.0,vendedor não identificado,4.8,62.0,False,False,False,False,134.0,46.4
BOTAFOGO LAR & LAZER,Escada De Alumínio Multifuncional Botafogo Lar & Lazer Esc0291 Cinza,459.0,351.0,Por Mercado Livre ,4.4,104.0,False,True,True,False,108.0,23.5
BOSCH,Parafusadeira E Furadeira De Impacto A Bateria 18v Maleta Gsb 183-limal Com Kit Brocas Em Titânio Bosch X-line 70 Peças,1690.0,998.0,Por Ismafer Ferramentas ,4.9,41.0,False,True,True,False,692.0,40.9
LUPO,Kit 9 Calcinhas Infantis Para Meninas Lobinha Estampada Lupo,126.0,94.0,Por Mercado Livre ,4.7,98.0,True,True,False,False,32.0,25.4
TECHNOS,Relógio Technos Feminino Curvas Luxo Prova D'água 50 M Top Correia Rose Bisel Rosê Fundo Rosê/preto,800.0,442.0,Por Technos ,4.7,82.0,False,True,True,False,358.0,44.8
MASH,Kit 10 Cuecas Boxer Masculinas Cotton Elástico Bordado Mash,275.0,179.0,Por Mash ,4.9,94.0,False,True,True,False,96.0,34.9
POLO WEAR,Kit 12 Cuecas Infantil Boxer Microfibra sortido Polo Wear ,207.0,105.0,Por Polo Wear ,4.8,1911.0,True,True,False,False,102.0,49.3
WESCO,Serra Mármore 1450w Ws3905 Wesco + Kit Maleta E Refrigeração,464.0,426.0,vendedor não identificado,4.9,47.0,False,False,False,False,38.0,8.2
ADIDAS,Camiseta Masc Essentials 3 Stripes Single Jersey Tee adidas,129.0,123.0,Por adidas ,4.7,38.0,False,True,True,False,6.0,4.7
LEVESA,Tênis Masculino Olymp Olimp Space Caminhada Barato Promoção ,69.0,57.0,Por Leve Star ,4.4,4243.0,False,True,False,False,12.0,17.4
ZALINNA,Camiseta Masculina Camiseta Básica Algodão Malha Peruana,65.0,28.0,vendedor não identificado,4.7,150.0,False,False,True,False,37.0,56.9
TRAPICHE,Trapiche Vineyards Malbec Vinho Tinto Seco Argentino 750ml,52.0,32.0,Por Pao de Acucar ,4.7,736.0,False,False,True,False,20.0,38.5
BOTAFOGO LAR & LAZER,Botafogo Piscina 400 Litros,119.0,98.0,Por Mercado Livre ,4.5,904.0,False,True,True,False,21.0,17.6
GENÉRICO,Kit 4 Camisas Polo Masculina Linha Exclusiva,214.0,122.0,vendedor não identificado,,,False,False,True,False,92.0,43.0
KÉRASTASE,Première Concentré Décalcifiant Ultra Réparateur Tratamento Pré Shampoo 250ml | Kérastase,449.0,294.0,Por Kerastase ,4.8,22.0,False,True,True,False,155.0,34.5
DF,Kit 3 Camisetas Camisa Térmica Proteção Solar Uv 50 Gold,141.0,65.0,Por moda fitness DELLASFIT ,4.4,5039.0,False,True,False,False,76.0,53.9
THE BLACK TOOLS,Chave De Impacto A Bateria 1/2 Polegada 21v 430nm Bivolt,598.0,358.0,Por THE BLACK TOOLS ,4.6,1151.0,True,True,False,False,240.0,40.1
CALVIN KLEIN,Kit 3 Cuecas Boxer Masculina Trunk Cotton Rib Calvin Klein,289.0,173.0,Por Mercado Livre ,4.4,17.0,False,True,True,False,116.0,40.1
MODA DA LUA,Calça Masculina Com Elastano Esportiva Fitness Slim Fit,39.0,37.0,vendedor não identificado,4.6,41.0,False,False,True,False,2.0,5.1
THE BLACK TOOLS,Parafusadeira Chave De Impacto A Bateria Lítio 21v Motor Brushless 650nm 66kgf.m Tb21ix The Black Tools,1229.0,774.0,Por Ismafer Ferramentas ,5.0,1.0,False,False,True,False,455.0,37.0
IMPERIOS MODAS,Calça Feminina Plus Size 48 A 66 Tamanho Especial Lançamento,78.0,61.0,vendedor não identificado,4.8,297.0,False,False,True,False,17.0,21.8
WAP,Furadeira E Parafusadeira De Impacto 21v K21 Id02 Wap + Kit,522.0,298.0,Por Ismafer Ferramentas ,4.7,902.0,False,True,True,False,224.0,42.9
SAINT GERMAIN,Relógio Masculino Couro Preto Saint Germain Murray Full Black 40mm Fundo Preto,249.0,143.0,vendedor não identificado,4.6,459.0,True,True,False,False,106.0,42.6
OLYMPIKUS,Tênis Esportivo Feminino Neblina Olympikus *oferta*,359.0,227.0,Por Mercado Livre ,4.9,195.0,True,True,False,False,132.0,36.8
ADIDAS,Chuteira Masculina Society Predator League adidas,599.0,341.0,Por adidas ,,,False,True,True,False,258.0,43.1
HONDA ORIGINAL, Kit Embreagem Titan 150 2004 Em Diante Hamp Original Honda ,210.0,199.0,vendedor não identificado,4.8,388.0,True,True,False,False,11.0,5.2
PUMA,Tênis Feminino Carina Street Puma,499.0,308.0,Por Puma ,4.6,665.0,False,True,True,False,191.0,38.3
ZORBA,Kit Com 10 Cuecas Boxer Infantil Seamless Zorba,229.0,124.0,Por Zorba ,4.7,984.0,True,True,False,False,105.0,45.9
KENDALL,Meia Calça Femi 1701 Média Compressão Sem Ponteira Kendall,223.0,139.0,Por Kendall ,4.6,727.0,True,True,False,False,84.0,37.7
TRATO,Soprador Térmico 2000w/1500w 300 À 600°c Tsop2000 Trato,290.0,139.0,vendedor não identificado,4.7,53.0,False,False,False,False,151.0,52.1
LYOR,Frigideira De Indução Em Alumínio Com Revestimento Cerâmico Granilite Vermelha 24cm - Lyor,106.0,68.0,Por Mercado Livre ,4.7,198.0,False,True,True,False,38.0,35.8
KENDALL,Meia Feminina Sem Ponteira Média Compressão Kendall,111.0,62.0,Por Kendall ,4.7,825.0,False,True,True,False,49.0,44.1
VILMA ENXOVAIS,Lençol Casal Avulso C Elástico Percal 100 % Algodão 400 Fios,59.0,33.0,Por LW Confeccoes ,4.4,1065.0,False,True,False,False,26.0,44.1
PUMA,Tênis Feminino Carina L Bdp Puma ,399.0,257.0,Por Puma ,4.8,101.0,True,True,False,False,142.0,35.6
LUPO,Kit 10 Meias Cano Curto Especial Au Walk Lupo,144.0,99.0,Por Mercado Livre ,4.9,474.0,False,True,True,False,45.0,31.2
